char 1, char2, index, text
Tyrion-Lannister (Tyrion), Aegon-I-Targaryen (Aegon-I), 239550, "anyone who stops to listen."  Tyrion shrugged. "We are close on the three hundredth year since Aegon-I"
Gyles-Rosby (Lord-Gyles), Joffrey-Baratheon (the-king), 239936, "guest list for your inspection. When the wine was poured; Lord-Gyles rose to lift a cup to the-king"
Gyles-Rosby (Lord-Gyles), Balon-Swann (Ser-Balon-Swann), 239957, "for your inspection. When the wine was poured; Lord-Gyles rose to lift a cup to the-king; and Ser-Balon-Swann"
Joffrey-Baratheon (the-king), Balon-Swann (Ser-Balon-Swann), 239957, "for your inspection. When the wine was poured; Lord-Gyles rose to lift a cup to the-king; and Ser-Balon-Swann"
Balon-Swann (Ser-Balon-Swann), Tyrion-Lannister (Tyrion), 240036, "Ser-Balon-Swann was heard to remark; ; Well need three cups for that. Many laughed ; "  Tyrion"
Joffrey-Baratheon (the-king), Tyrion-Lannister (Tyrion), 240036, "Ser-Balon-Swann was heard to remark; ; Well need three cups for that. Many laughed ; "  Tyrion"
Tyrion-Lannister (Tyrion), Balon-Swann (Ser-Balon), 240070, "; Well need three cups for that. Many laughed ; "  Tyrion raised a hand. "Enough. Ser-Balon"
Balon-Swann (Ser-Balon), Varys (Lord-Varys), 240140, "Tyrion raised a hand. "Enough. Ser-Balon made a jest. I am not interested in treasonous table talk; Lord-Varys"
Varys (eunuch), Tyrion-Lannister (Tyrion), 240318, "sleeve. "We both have much to do. I shall leave you."  When the eunuch had departed; Tyrion"
Tywin-Lannister (Lord-Tywin), Cersei-Lannister (Cersei), 240558, "any judge; but beyond sending an angry protest to Lord-Tywin in Harrenhal; he did not see what Cersei"
Cersei-Lannister (Cersei), Tyrion-Lannister (Tyrion), 240592, "protest to Lord-Tywin in Harrenhal; he did not see what Cersei could hope to do about it. Tyrion"
Tywin-Lannister (Lord-Tywin), Tyrion-Lannister (Tyrion), 240592, "protest to Lord-Tywin in Harrenhal; he did not see what Cersei could hope to do about it. Tyrion"
Bronn (Bronn), Eddard-Stark (Eddard-Stark), 240766, "clansmen and a growing force of sellswords recruited by Bronn. He would seem well protected.  Doubtless Eddard-Stark"
Eddard-Stark (Eddard-Stark), Tyrion-Lannister (Tyrion), 240829, "well protected.  Doubtless Eddard-Stark thought the same.  The Red Keep was dark and still when Tyrion"
Tyrion-Lannister (Tyrion), Bronn (Bronn), 240856, "thought the same.  The Red Keep was dark and still when Tyrion left the Small Hall. Bronn"
Bronn (Bronn), Janos-Slynt (Slynt), 240889, "Keep was dark and still when Tyrion left the Small Hall. Bronn was waiting in his solar. "Slynt"
Tyrion-Lannister (Tyrion), Janos-Slynt (Slynt), 240889, "Keep was dark and still when Tyrion left the Small Hall. Bronn was waiting in his solar. "Slynt"
Janos-Slynt (Lord-Janos), Varys (Varys), 240970, "his solar. "Slynt?" he asked.  "Lord-Janos will be sailing for the Wall on the morning tide. Varys"
Varys (Varys), Joffrey-Baratheon (Joffrey), 241028, "the Wall on the morning tide. Varys would have me believe that I have replaced one of Joffrey"
Joffrey-Baratheon (Joffrey), Petyr-Baelish (Littlefinger), 241094, "I have replaced one of Joffrey men with one of my own. More likely; I have replaced Littlefinger"
Petyr-Baelish (Littlefinger), Varys (Varys), 241126, "men with one of my own. More likely; I have replaced Littlefinger man with one belonging to Varys"
Petyr-Baelish (Littlefinger), Timett (Timett), 241167, "have replaced Littlefinger man with one belonging to Varys; but so be it."  "Youd best know; Timett"
Varys (Varys), Timett (Timett), 241167, "have replaced Littlefinger man with one belonging to Varys; but so be it."  "Youd best know; Timett"
Timett (Timett), Varys (Varys), 241191, "belonging to Varys; but so be it."  "Youd best know; Timett killed a man; "  "Varys"
Tyrion-Lannister (Tyrion), Bronn (Bronn), 241986, "be one youll want to hire."  Tyrion was a little drunk; and very tired. "Tell me; Bronn"
Allar-Deem (Allar-Deem), Janos-Slynt (Lord-Slynt), 242257, "thumb and forefinger together. "Id ask how much."  And why would I ever need your Allar-Deem; Lord-Slynt"
Allar-Deem (Allar-Deem), Tyrion-Lannister (Tyrion), 242265, "and forefinger together. "Id ask how much."  And why would I ever need your Allar-Deem; Lord-Slynt? Tyrion"
Janos-Slynt (Lord-Slynt), Tyrion-Lannister (Tyrion), 242265, "and forefinger together. "Id ask how much."  And why would I ever need your Allar-Deem; Lord-Slynt? Tyrion"
Yoren (Yoren), Lommy-Greenhands (Lommy), 244752, "his scream would wake the whole camp; and Yoren might take a stick to her again.  Lommy"
Lommy-Greenhands (Lommy), Cersei-Lannister (the-queen), 244838, "her again.  Lommy and the other orphans all treated the Bull like someone special now because the-queen"
Lommy-Greenhands (Lommy), Gendry (Gendry), 245511, "head.  "I bet he that traitor bastard;" Lommy said one night; in a hushed voice so Gendry"
Arya-Stark (Arya), Jon-Snow (Jon), 245656, "on xBaelor steps."  "He is not;" Arya declared. My father only had one bastard; and that Jon"
Yoren (Yoren), Koss (Koss), 246827, "but every bite of it had been eaten. Forced to live off the land; Yoren turned to Koss"
Koss (Koss), Kurz (Kurz), 246836, "bite of it had been eaten. Forced to live off the land; Yoren turned to Koss and Kurz"
Yoren (Yoren), Kurz (Kurz), 246836, "bite of it had been eaten. Forced to live off the land; Yoren turned to Koss and Kurz"
Yoren (Yoren), Arya-Stark (Arya), 247584, "stick and grabbed it by its ears; and Yoren stewed it with some mushrooms and wild onions. Arya"
Arya-Stark (Arya), Gendry (Gendry), 247658, "wild onions. Arya was given a whole leg; since it was her rabbit. She shared it with Gendry"
Gendry (Gendry), Jaqen-Hghar (Jaqen-Hghar), 247737, "shared it with Gendry. The rest of them each got a spoonful; even the three in manacles. Jaqen-Hghar"
Jaqen-Hghar (Jaqen-Hghar), Biter (Biter), 247783, "each got a spoonful; even the three in manacles. Jaqen-Hghar thanked her politely for the treat; and Biter"
Biter (Biter), Rorge (Rorge), 247855, "for the treat; and Biter licked the grease off his dirty fingers with a blissful look; but Rorge"
Rorge (Rorge), Arya-Stark (Lumpyface-Lumpyhead-Rabbitkiller), 247951, "with a blissful look; but Rorge; the noseless one; only laughed and said; "There a hunter now. Lumpyface-Lumpyhead-Rabbitkiller"
Arya-Stark (Arya), Yoren (Yoren), 248780, "long forked sticks; and ate it hot right off the cob. Arya thought it tasted wonderful; but Yoren"
Koss (Koss), Yoren (Yoren), 248974, "about the camp restlessly; muttering to himself.  The next day Koss came racing back to warn Yoren"
Yoren (Yoren), Arya-Stark (Arya), 251925, "that had consumed them. Yoren called a halt when they were still some distance off; and told Arya"
Arya-Stark (Arya), Murch (Murch), 251983, "some distance off; and told Arya and the other boys to guard the wagons while he and Murch"
Arya-Stark (Arya), Cutjack (Cutjack), 251995, "off; and told Arya and the other boys to guard the wagons while he and Murch and Cutjack"
Murch (Murch), Cutjack (Cutjack), 251995, "off; and told Arya and the other boys to guard the wagons while he and Murch and Cutjack"
Arya-Stark (Arya), Gendry (Gendry), 252238, "out to them with quorks and raucous shrieks.  "Should we go in after them?" Arya asked Gendry"
Arya-Stark (Arya), Yoren (Yoren), 252250, "them with quorks and raucous shrieks.  "Should we go in after them?" Arya asked Gendry after Yoren"
Gendry (Gendry), Yoren (Yoren), 252250, "them with quorks and raucous shrieks.  "Should we go in after them?" Arya asked Gendry after Yoren"
Yoren (Yoren), Gendry (Gendry), 252319, "asked Gendry after Yoren and the others had been gone a long time.  "Yoren said wait." Gendry"
Gendry (Gendry), Arya-Stark (Arya), 252351, "the others had been gone a long time.  "Yoren said wait." Gendry voice sounded hollow. When Arya"
Yoren (Yoren), Arya-Stark (Arya), 252351, "the others had been gone a long time.  "Yoren said wait." Gendry voice sounded hollow. When Arya"
Yoren (Yoren), Murch (Murch), 252522, "great curving horns.  When they finally returned; Yoren had a little girl in his arms; and Murch"
Murch (Murch), Cutjack (Cutjack), 252534, "horns.  When they finally returned; Yoren had a little girl in his arms; and Murch and Cutjack"
Yoren (Yoren), Cutjack (Cutjack), 252534, "horns.  When they finally returned; Yoren had a little girl in his arms; and Murch and Cutjack"
Biter (Biter), Murch (Murch), 253138, "through the hole in his face where his nose had been; and Biter started laughing too; until Murch"
Biter (Biter), Yoren (Yoren), 253183, "been; and Biter started laughing too; until Murch cursed them and told them to shut up.  Yoren"
Murch (Murch), Yoren (Yoren), 253183, "been; and Biter started laughing too; until Murch cursed them and told them to shut up.  Yoren"
Hot-Pie (Hot-Pie), Arya-Stark (Arya), 253423, ""Im scared;" Hot-Pie murmured when he saw the one-armed woman thrashing in the wagon.  "Me too;" Arya"
Gendry (Gendry), Cutjack (Cutjack), 254047, "Now she knew how he must have felt.  The one-armed woman died at evenfall. Gendry and Cutjack"
Cutjack (Cutjack), Arya-Stark (Arya), 254126, "Gendry and Cutjack dug her grave on a hillside beneath a weeping willow. When the wind blew; Arya"
Yoren (Yoren), Koss (Koss), 254380, "from the graveside.  "No fire tonight;" Yoren told them. Supper was a handful of wild radishes Koss"
Lommy-Greenhands (Lommy), Hot-Pie (Hot-Pie), 254553, "funny taste to it; and Lommy told them it was the taste of bodies; rotting someplace upstream. Hot-Pie"
Hot-Pie (Hot-Pie), Reysen (Reysen), 254586, "them it was the taste of bodies; rotting someplace upstream. Hot-Pie would have hit him if old Reysen"
Hot-Pie (Hot-Pie), Arya-Stark (Arya), 254617, "bodies; rotting someplace upstream. Hot-Pie would have hit him if old Reysen hadnt pulled them apart.  Arya"
Reysen (Reysen), Arya-Stark (Arya), 254617, "bodies; rotting someplace upstream. Hot-Pie would have hit him if old Reysen hadnt pulled them apart.  Arya"
Rorge (Rorge), Biter (Biter), 255048, "of a sentry; men turning in restless sleep; Rorge rattling snores; and the queer hissing sound that Biter"
Yoren (Yoren), Hot-Pie (Hot-Pie), 255218, "of steel on stone as Yoren sat; chewing sourleaf and sharpening the edge of his dirk.  Hot-Pie"
Arya-Stark (Arya), Hot-Pie (Hot-Pie), 255375, "saw Arya heading for the trees.  Arya waved vaguely at the woods.  "No youre not;" Hot-Pie"
Arya-Stark (Arry), Yoren (Yoren), 255728, "tree right there." He pointed. "You dont know what out there; Arry. I heard wolves before."  Yoren"
Yoren (Yoren), Arya-Stark (Arya), 257123, "cleaned herself and laced up and followed a distant scraping sound back to camp; and to Yoren. Arya"
Nymeria (Nymeria), Arya-Stark (Arya), 257382, "they?" He spat. "Seems to me your kind was fond o wolves."  "Nymeria was a direwolf." Arya"
Arya-Stark (Arya), Jory-Cassel (Jory), 257438, "was fond o wolves."  "Nymeria was a direwolf." Arya hugged herself. "That different. Anyhow; she gone. Jory"
Nymeria (Nymeria), Jory-Cassel (Jory), 257438, "was fond o wolves."  "Nymeria was a direwolf." Arya hugged herself. "That different. Anyhow; she gone. Jory"
Jory-Cassel (Jory), Cersei-Lannister (the-queen), 257500, "different. Anyhow; she gone. Jory and I threw rocks at her until she ran off; or else the-queen"
Davos-Seaworth (Davos), Allard-Seaworth (Allard), 260023, "agreement.  "Silence;" said Davos. "Remember where you are." His sons were good men; but young; and Allard"
Allard-Seaworth (Allard), Stannis-Baratheon (Stannis), 260114, "and Allard especially was rash. Had I stayed a smuggler; Allard would have ended on the Wall. Stannis"
Selyse-Baratheon (Queen-Selyse), Stannis-Baratheon (Stannis), 260848, "upon us; for the night is dark and full of terrors." Queen-Selyse echoed the words. Beside her; Stannis"
Septon-Barre (Septon-Barre), Hubard-Rambton (Hubard-Rambton), 261314, "pulled down the statues; and smashed the stained glass with warhammers. Septon-Barre could only curse them; but Ser-Hubard-Rambton"
Guncer-Sunglass (Guncer-Sunglass), Stannis-Baratheon (Stannis), 261522, "the xqueen men before the others overwhelmed them. Afterward Guncer-Sunglass; mildest and most pious of lords; told Stannis"
Stannis-Baratheon (Stannis), Melisandre (Melisandre), 262328, "cup. Poison. What else could it be? He drank a cup of death to free Stannis from Melisandre"
Septon-Barre (Septon-Barre), Davos-Seaworth (Davos), 262706, "light; wreathed in their robes of shifting flame; red and orange and yellow. Septon-Barre had once told Davos"
Melisandre (Melisandre), Stannis-Baratheon (Stannis), 262985, "gilded; silvered; jeweled. "Their beauty will make them more pleasing to Rhllor;" Melisandre said when she told Stannis"
Duram-Bar-Emmon (Lord-Bar-Emmon), Monford-Velaryon (Lord-Velaryon), 263730, "as they enjoyed the warmth of the fire; but young Lord-Bar-Emmon had turned a splotchy grey; and Lord-Velaryon"
Duram-Bar-Emmon (Lord-Bar-Emmon), Stannis-Baratheon (kingStannis), 263759, "the warmth of the fire; but young Lord-Bar-Emmon had turned a splotchy grey; and Lord-Velaryon was watching the-kingStannis"
Monford-Velaryon (Lord-Velaryon), Stannis-Baratheon (kingStannis), 263759, "the warmth of the fire; but young Lord-Bar-Emmon had turned a splotchy grey; and Lord-Velaryon was watching the-kingStannis"
Duram-Bar-Emmon (Lord-Bar-Emmon), Davos-Seaworth (Davos), 263797, "young Lord-Bar-Emmon had turned a splotchy grey; and Lord-Velaryon was watching the-kingStannis rather than the conflagration.  Davos"
Monford-Velaryon (Lord-Velaryon), Davos-Seaworth (Davos), 263797, "young Lord-Bar-Emmon had turned a splotchy grey; and Lord-Velaryon was watching the-kingStannis rather than the conflagration.  Davos"
Stannis-Baratheon (kingStannis), Davos-Seaworth (Davos), 263797, "young Lord-Bar-Emmon had turned a splotchy grey; and Lord-Velaryon was watching the-kingStannis rather than the conflagration.  Davos"
Davos-Seaworth (Davos), Monford-Velaryon (Velaryon), 263874, "conflagration.  Davos would have given much to know what he was thinking; but one such as Velaryon"
Monford-Velaryon (Velaryon), Ardrian-Celtigar (Celtigar), 264394, "wed with mine. In time my little black ship will fly as high as Velaryon seahorse or Celtigar"
Ardrian-Celtigar (Celtigar), Stannis-Baratheon (Stannis), 264426, "black ship will fly as high as Velaryon seahorse or Celtigar red crabs.  That is; if Stannis"
Monford-Velaryon (Velaryon), Stannis-Baratheon (Stannis), 264426, "black ship will fly as high as Velaryon seahorse or Celtigar red crabs.  That is; if Stannis"
Allard-Seaworth (Allard), Maric-Seaworth (Maric), 264673, "war galley to sail in place of a smuggler skiff. Dale and Allard captained galleys as well; Maric"
Allard-Seaworth (Allard), Matthos-Seaworth (Matthos), 264708, "of a smuggler skiff. Dale and Allard captained galleys as well; Maric was oarmaster on the Fury; Matthos"
Maric-Seaworth (Maric), Matthos-Seaworth (Matthos), 264708, "of a smuggler skiff. Dale and Allard captained galleys as well; Maric was oarmaster on the Fury; Matthos"
Maric-Seaworth (Maric), Stannis-Baratheon (kingStannis), 264762, "galleys as well; Maric was oarmaster on the Fury; Matthos served his father on Black Betha; and the-kingStannis"
Matthos-Seaworth (Matthos), Stannis-Baratheon (kingStannis), 264762, "galleys as well; Maric was oarmaster on the Fury; Matthos served his father on Black Betha; and the-kingStannis"
Matthos-Seaworth (Matthos), Devan-Seaworth (Devan), 264778, "Maric was oarmaster on the Fury; Matthos served his father on Black Betha; and the-kingStannis had taken Devan"
Stannis-Baratheon (kingStannis), Devan-Seaworth (Devan), 264778, "Maric was oarmaster on the Fury; Matthos served his father on Black Betha; and the-kingStannis had taken Devan"
Davos-Seaworth (Davos), Stannis-Baratheon (Stannis-Baratheon), 265031, "her mlady; and Davos could hunt red deer in his own woods. All this he had of Stannis-Baratheon"
Stannis-Baratheon (kingStannis), Davos-Seaworth (Davos), 265185, "did to me. I had flouted the-kingStannis; s laws all my life. He has earned my loyalty. Davos"
Allard-Seaworth (Allard), Davos-Seaworth (Davos), 265599, "their eyes. Allard turned his head away; coughing and cursing. A taste of things to come; thought Davos"
Davos-Seaworth (Davos), Melisandre (Melisandre), 265663, "of things to come; thought Davos. Many and more would burn before this war was done.  Melisandre"
Davos-Seaworth (Davos), Devan-Seaworth (Devan), 266544, "a soldier marching into battle. His squires stepped up to attend him. Davos watched as his son Devan"
Davos-Seaworth (Davos), Stannis-Baratheon (kingStannis), 266592, "stepped up to attend him. Davos watched as his son Devan pulled a long padded glove over the-kingStannis"
Devan-Seaworth (Devan), Stannis-Baratheon (kingStannis), 266592, "stepped up to attend him. Davos watched as his son Devan pulled a long padded glove over the-kingStannis"
Patchface (Patchface), Stannis-Baratheon (kingStannis), 266985, "burn green and blue and black;" Patchface sang somewhere. "I know; I know; oh; oh; oh."  the-kingStannis"
Stannis-Baratheon (kingStannis), Selyse-Baratheon (Queen-Selyse), 267447, "rushed to beat out the cinders that clung to the-kingStannis clothing.  "A sword of fire!" shouted Queen-Selyse"
Selyse-Baratheon (Queen-Selyse), Axell-Florent (Ser-Axell-Florent), 267466, "to beat out the cinders that clung to the-kingStannis clothing.  "A sword of fire!" shouted Queen-Selyse. Ser-Axell-Florent"
Stannis-Baratheon (kingStannis), Axell-Florent (Ser-Axell-Florent), 267466, "to beat out the cinders that clung to the-kingStannis clothing.  "A sword of fire!" shouted Queen-Selyse. Ser-Axell-Florent"
Melisandre (Melisandre), Selyse-Baratheon (Selyse), 268071, "your light upon us!" Melisandre called out.  "For the night is dark and full of terrors;" Selyse"
Selyse-Baratheon (Selyse), Davos-Seaworth (Davos), 268138, "and full of terrors;" Selyse and her queen men replied. Should I speak the words as well? Davos"
Davos-Seaworth (Davos), Stannis-Baratheon (Stannis), 268165, "and her queen men replied. Should I speak the words as well? Davos wondered. Do I owe Stannis"
Stannis-Baratheon (kingStannis), Selyse-Baratheon (queen-Selyse), 268845, "was done; only charwood remained of the gods; and the-kingStannis patience had run its course. He took the-queen-Selyse"
Melisandre (red-woman), Devan-Seaworth (Devan), 268985, "her back into Dragonstone; leaving Lightbringer where it stood. The red-woman remained a moment to watch as Devan"
Devan-Seaworth (Devan), Stannis-Baratheon (kingStannis), 269073, "to watch as Devan knelt with Byren Farring and rolled up the burnt and blackened sword in the-kingStannis"
Stannis-Baratheon (kingStannis), Davos-Seaworth (Davos), 269147, "and blackened sword in the-kingStannis leather cloak. The Red Sword of Heroes looks a proper mess; thought Davos"
Davos-Seaworth (Davos), Stannis-Baratheon (Stannis), 269291, "quiet voices upwind of the fire. They fell silent when they saw Davos looking at them. Should Stannis"
Selyse-Baratheon (Selyse), Melisandre (Melisandre), 269610, "patronage of Lady; no; Queen; remember?; Selyse.  The fire had started to dwindle by the time Melisandre"
Melisandre (Melisandre), Davos-Seaworth (Davos), 269666, "fire had started to dwindle by the time Melisandre and the squires departed with the precious sword. Davos"
Allard-Seaworth (Allard), Devan-Seaworth (Devan), 269904, " "He fetched the glove without dropping it; yes;" said Dale.  Allard nodded. "That badge on Devan"
Davos-Seaworth (Davos), Allard-Seaworth (Allard), 270098, "more than one badge;" Davos said.  Dale smiled. "A black ship and an onion; Father?"  Allard"
Marya-Seaworth (Lady-Marya), Allard-Seaworth (Allard), 270811, "water will spoil on a voyage of any length."  "I got the same for Lady-Marya;" said Allard"
Stannis-Baratheon (kingStannis), Davos-Seaworth (Davos), 270922, "men have laid claim to all the seasoned wood."  "I will speak to the-kingStannis about it;" Davos"
Davos-Seaworth (Davos), Allard-Seaworth (Allard), 270973, " "I will speak to the-kingStannis about it;" Davos promised. Better it come from him than from Allard"
Stannis-Baratheon (kingStannis), Allard-Seaworth (Allard), 270973, " "I will speak to the-kingStannis about it;" Davos promised. Better it come from him than from Allard"
Stannis-Baratheon (Stannis), Steffon-Baratheon (Lord-Steffon), 271705, "fat-bottomed cogs. The best berths had been taken by the largest vessels: Stannis flagship Fury rocking between Lord-Steffon"
Stannis-Baratheon (Stannis), Monford-Velaryon (Lord-Velaryon), 271740, "been taken by the largest vessels: Stannis flagship Fury rocking between Lord-Steffon and Stag of the Sea; Lord-Velaryon"
Steffon-Baratheon (Lord-Steffon), Monford-Velaryon (Lord-Velaryon), 271740, "been taken by the largest vessels: Stannis flagship Fury rocking between Lord-Steffon and Stag of the Sea; Lord-Velaryon"
Monford-Velaryon (Lord-Velaryon), Ardrian-Celtigar (Lord-Celtigar), 271810, "rocking between Lord-Steffon and Stag of the Sea; Lord-Velaryon silver-hulled Pride of Driftmark and her three sisters; Lord-Celtigar"
Steffon-Baratheon (Lord-Steffon), Ardrian-Celtigar (Lord-Celtigar), 271810, "rocking between Lord-Steffon and Stag of the Sea; Lord-Velaryon silver-hulled Pride of Driftmark and her three sisters; Lord-Celtigar"
Marya-Seaworth (Lady-Marya), Davos-Seaworth (Davos), 272182, "Wraith; and Lady-Marya shared mooring space with a half-dozen other galleys of one hundred oars or less. Davos"
Salladhor-Saan (Salladhor-Saan), Davos-Seaworth (Davos), 272587, " Across the noisy common room; Salladhor-Saan sat eating grapes from a wooden bowl. When he spied Davos"
Davos-Seaworth (Davos), Stannis-Baratheon (Lord-Stannis), 273457, "It had been Davos who had made the journey to Lys to recruit the old rogue to Lord-Stannis"
Tywin-Lannister (Lord-of-Casterly-Rock), Tyrion-Lannister (dwarf), 274385, "you? He who hurries through life hurries to his grave." He belched. "The Lord-of-Casterly-Rock has sent his dwarf"
Davos-Seaworth (Davos), Salladhor-Saan (Saan), 274946, "the hands that groped her as she passed. Davos ordered a tankard of ale; turned back to Saan"
Stannis-Baratheon (Stannis-Baratheon), Davos-Seaworth (Davos), 276118, "man in the Seven Kingdoms is more honorable than Stannis-Baratheon. He will keep his word." Even as Davos"
Tywin-Lannister (Tywin-Lannister), Renly-Baratheon (Lord-Renly), 276626, "long would we hold it? Tywin-Lannister is known to be at Harrenhal with a great host; and Lord-Renly"
Renly-Baratheon (Lord-Renly), Salladhor-Saan (Salladhor-Saan), 276681, "at Harrenhal with a great host; and Lord-Renly ; "  "Ah; yes; the young brother;" said Salladhor-Saan"
Salladhor-Saan (Salladhor-Saan), Renly-Baratheon (King-Renly), 276731, ""  "Ah; yes; the young brother;" said Salladhor-Saan. "That part is not so good; my friend. King-Renly"
Stannis-Baratheon (Stannis), Davos-Seaworth (Davos), 277885, "it is my pleasant smile. How shall a burnt sword serve Stannis?"  "A burning sword;" corrected Davos"
Davos-Seaworth (Davos), Salladhor-Saan (Salladhor-Saan), 277916, "smile. How shall a burnt sword serve Stannis?"  "A burning sword;" corrected Davos.  "Burnt;" said Salladhor-Saan"
Stannis-Baratheon (Stannis), Salladhor-Saan (Salladhor-Saan), 277916, "smile. How shall a burnt sword serve Stannis?"  "A burning sword;" corrected Davos.  "Burnt;" said Salladhor-Saan"
Salladhor-Saan (Salladhor-Saan), Stannis-Baratheon (kingStannis), 279762, "friend; and fire burns." Salladhor-Saan finished the last grape and smacked his lips. "When do you think the-kingStannis"
Stannis-Baratheon (kingStannis), Davos-Seaworth (Davos), 279820, "lips. "When do you think the-kingStannis will bid us sail; good ser?"  "Soon; I think;" said Davos"
Salladhor-Saan (Salladhor-Saan), Stannis-Baratheon (King-Stannis), 280107, "The inn is crowded; and you are not Salladhor-Saan; he reminded himself. Be careful how you answer. "King-Stannis"
Tyrion-Lannister (dwarf), Stannis-Baratheon (King-Stannis), 280534, "Red Keep we shall feast; while the dwarf sings us a jolly tune. When you speak to King-Stannis"
Cersei-Lannister (Queen-Cersei), Davos-Seaworth (Davos), 280859, "Myr. Well; if he grants me Queen-Cersei for a night I shall forgive him." The Lyseni clapped Davos"
Stannis-Baratheon (Stannis), Robert-Baratheon (King-Robert), 281062, "for a good while; thinking. A year ago; he had been with Stannis in King Landing when King-Robert"
Robert-Baratheon (King-Robert), Joffrey-Baratheon (Prince-Joffrey), 281098, "A year ago; he had been with Stannis in King Landing when King-Robert staged a tourney for Prince-Joffrey"
Stannis-Baratheon (Stannis), Joffrey-Baratheon (Prince-Joffrey), 281098, "A year ago; he had been with Stannis in King Landing when King-Robert staged a tourney for Prince-Joffrey"
Joffrey-Baratheon (Prince-Joffrey), Thoros-of-Myr (Thoros-of-Myr), 281151, "in King Landing when King-Robert staged a tourney for Prince-Joffrey name day. He remembered the red priest Thoros-of-Myr"
Robert-Baratheon (King-Robert), Thoros-of-Myr (Thoros-of-Myr), 281151, "in King Landing when King-Robert staged a tourney for Prince-Joffrey name day. He remembered the red priest Thoros-of-Myr"
Nissa-Nissa (Nissa-Nissa), Marya-Seaworth (Marya), 281602, "behold. Yet at such a cost ;  When he thought of Nissa-Nissa; it was his own Marya"
Devan-Seaworth (Devan), Davos-Seaworth (Davos), 282411, "It was good to see Devan looking so splendid in his squire raiment; but the summons made Davos"
Davos-Seaworth (Davos), Salladhor-Saan (Salladhor-Saan), 282468, "in his squire raiment; but the summons made Davos uneasy. Will he bid us sail? he wondered. Salladhor-Saan"
Ardrian-Celtigar (Celtigar), Monford-Velaryon (Velaryon), 282937, "at the Stone Drum; a dozen highborn knights and great bannermen were just leaving. Lords Celtigar and Velaryon"
Axell-Florent (Ser-Axell-Florent), Selyse-Baratheon (Queen-Selyse), 283070, "nod and walked on while the others ignored him utterly; but Ser-Axell-Florent stopped for a word.  Queen-Selyse"
Axell-Florent (Ser-Axell), Stannis-Baratheon (Stannis), 283378, "what went on in the castle. For ten years Ser-Axell had served as castellan of Dragonstone while Stannis"
Axell-Florent (Ser-Axell), Robert-Baratheon (Robert), 283392, "in the castle. For ten years Ser-Axell had served as castellan of Dragonstone while Stannis sat on Robert"
Stannis-Baratheon (Stannis), Robert-Baratheon (Robert), 283392, "in the castle. For ten years Ser-Axell had served as castellan of Dragonstone while Stannis sat on Robert"
Davos-Seaworth (Davos), Renly-Baratheon (Renly), 283769, "burned brightly." Davos did not trust this man; for all his courtesy. House xFlorent had declared for Renly"
Renly-Baratheon (Renly), Melisandre (Lady-Melisandre), 283792, "did not trust this man; for all his courtesy. House xFlorent had declared for Renly.  "The Lady-Melisandre"
Stannis-Baratheon (Stannis), Davos-Seaworth (Davos), 284251, "Landing and the throne that is his by rights."  Stannis has no taste for such dancing; Davos"
Davos-Seaworth (Davos), Selyse-Baratheon (queen-Selyse), 284301, "by rights."  Stannis has no taste for such dancing; Davos thought; but he dared not offend the-queen-Selyse"
Stannis-Baratheon (Stannis), Selyse-Baratheon (queen-Selyse), 284301, "by rights."  Stannis has no taste for such dancing; Davos thought; but he dared not offend the-queen-Selyse"
Stannis-Baratheon (kingStannis), Axell-Florent (Ser-Axell), 284467, "was making my eyes water. You must pardon me; ser; the-kingStannis awaits." He pushed past; wondering why Ser-Axell"
Axell-Florent (Ser-Axell), Stannis-Baratheon (kingStannis), 284532, "He pushed past; wondering why Ser-Axell had troubled himself. He is a queen man and I am the-kingStannis"
Stannis-Baratheon (Stannis), Pylos (Maester-Pylos), 284586, "He is a queen man and I am the-kingStannis.  Stannis sat at his Painted Table with Maester-Pylos"
Pylos (Maester-Pylos), Stannis-Baratheon (kingStannis), 284664, "at his Painted Table with Maester-Pylos at his shoulder; an untidy pile of papers before them. "Ser;" the-kingStannis"
Pylos (Maester-Pylos), Davos-Seaworth (Davos), 284680, "Table with Maester-Pylos at his shoulder; an untidy pile of papers before them. "Ser;" the-kingStannis said when Davos"
Stannis-Baratheon (kingStannis), Davos-Seaworth (Davos), 284680, "Table with Maester-Pylos at his shoulder; an untidy pile of papers before them. "Ser;" the-kingStannis said when Davos"
Devan-Seaworth (Devan), Steffon-Baratheon (Steffon), 285008, "letters and other writings were beyond his powers. But my Devan has learned his letters; and young Steffon"
Devan-Seaworth (Devan), Stannis-Baratheon (Stannis), 285020, "other writings were beyond his powers. But my Devan has learned his letters; and young Steffon and Stannis"
Steffon-Baratheon (Steffon), Stannis-Baratheon (Stannis), 285020, "other writings were beyond his powers. But my Devan has learned his letters; and young Steffon and Stannis"
Stannis-Baratheon (kingStannis), Pylos (Pylos), 285114, "young Steffon and Stannis as well.  "Id forgotten." A furrow of irritation showed between the-kingStannis brows. "Pylos"
Steffon-Baratheon (Steffon), Pylos (Pylos), 285114, "young Steffon and Stannis as well.  "Id forgotten." A furrow of irritation showed between the-kingStannis brows. "Pylos"
Steffon-Baratheon (Steffon-Baratheon), Renly-Baratheon (Lord-of-Storm), 285287, "of the parchments and cleared his throat. "All men know me for the trueborn son of Steffon-Baratheon; Lord-of-Storm"
