char 1, char2, index, text
Margaery-Tyrell (Margaery), Olenna-Tyrell (Queen-of-Thorns), 773747, "wedding. And here Sansa found the Tyrells. Margaery gave her such a sad look; and when the Queen-of-Thorns"
Sansa-Stark (Sansa), Olenna-Tyrell (Queen-of-Thorns), 773747, "wedding. And here Sansa found the Tyrells. Margaery gave her such a sad look; and when the Queen-of-Thorns"
Olenna-Tyrell (Queen-of-Thorns), Elinor-Tyrell (Elinor), 773822, "and when the Queen-of-Thorns tottered in between Left and Right; she never looked at her at all. Elinor"
Elinor-Tyrell (Elinor), Sansa-Stark (Sansa), 773892, "looked at her at all. Elinor; Alla; and Megga seemed determined not to know her. My friends; Sansa"
Joffrey-Baratheon (Joffrey), Margaery-Tyrell (Margaery), 775217, "day; dont you?"  "As you say; my lord." She pulled her hand back.  Joffrey and Margaery"
Joffrey-Baratheon (Joffrey), Sansa-Stark (Sansa), 775283, "hand back.  Joffrey and Margaery led in their place. How can a monster dance so beautifully? Sansa"
Margaery-Tyrell (Margaery), Sansa-Stark (Sansa), 775283, "hand back.  Joffrey and Margaery led in their place. How can a monster dance so beautifully? Sansa"
Joffrey-Baratheon (the-king), Elinor-Tyrell (Elinor), 775551, "even my husband is smiling.  Other guests soon joined the-king and his betrothed on the floor. Elinor"
Elinor-Tyrell (Elinor), Tommen (Prince-Tommen), 775610, "joined the-king and his betrothed on the floor. Elinor danced with her young squire; and Megga with Prince-Tommen"
Alerie (Lady-Tyrell), Kevan-Lannister (Ser-Kevan-Lannister), 775825, "provocatively that every man in the hall was soon watching her. Lord and Lady-Tyrell moved more sedately. Ser-Kevan-Lannister"
Alerie (Lady-Tyrell), Mace-Tyrell (Lord-Tyrell), 775878, "soon watching her. Lord and Lady-Tyrell moved more sedately. Ser-Kevan-Lannister begged the honor of Lady Janna Fossoway; Lord-Tyrell"
Kevan-Lannister (Ser-Kevan-Lannister), Mace-Tyrell (Lord-Tyrell), 775878, "soon watching her. Lord and Lady-Tyrell moved more sedately. Ser-Kevan-Lannister begged the honor of Lady Janna Fossoway; Lord-Tyrell"
Cersei-Lannister (Cersei-Lannister), Paxter-Redwyne (Lord-Redwyne), 776029, "took the floor with the exile prince Jalabhar Xho; gorgeous in his feathered finery. Cersei-Lannister partnered first Lord-Redwyne"
Cersei-Lannister (Cersei-Lannister), Mathis-Rowan (Lord-Rowan), 776046, "floor with the exile prince Jalabhar Xho; gorgeous in his feathered finery. Cersei-Lannister partnered first Lord-Redwyne; then Lord-Rowan"
Paxter-Redwyne (Lord-Redwyne), Mathis-Rowan (Lord-Rowan), 776046, "floor with the exile prince Jalabhar Xho; gorgeous in his feathered finery. Cersei-Lannister partnered first Lord-Redwyne; then Lord-Rowan"
Mathis-Rowan (Lord-Rowan), Sansa-Stark (Sansa), 776122, "partnered first Lord-Redwyne; then Lord-Rowan; and finally her own father; who danced with smooth unsmiling grace.  Sansa"
Paxter-Redwyne (Lord-Redwyne), Sansa-Stark (Sansa), 776122, "partnered first Lord-Redwyne; then Lord-Rowan; and finally her own father; who danced with smooth unsmiling grace.  Sansa"
Sansa-Stark (Sansa), Cersei-Lannister (the-queen), 776176, "who danced with smooth unsmiling grace.  Sansa sat with her hands in her lap; watching how the-queen"
Dontos-Hollard (Dontos), Sansa-Stark (Lady-Sansa), 776347, "thought dully. How I hate her. She looked away; to where Moon Boy danced with Dontos.  "Lady-Sansa"
Dontos-Hollard (Dontos), Garlan-Tyrell (Ser-Garlan-Tyrell), 776367, "dully. How I hate her. She looked away; to where Moon Boy danced with Dontos.  "Lady-Sansa." Ser-Garlan-Tyrell"
Sansa-Stark (Lady-Sansa), Garlan-Tyrell (Ser-Garlan-Tyrell), 776367, "dully. How I hate her. She looked away; to where Moon Boy danced with Dontos.  "Lady-Sansa." Ser-Garlan-Tyrell"
Garlan-Tyrell (Ser-Garlan-Tyrell), Tyrion-Lannister (Imp), 776444, " "Lady-Sansa." Ser-Garlan-Tyrell stood beside the dais. "Would you honor me? If your lord consents?"  The Imp"
Sansa-Stark (Lady-Sansa), Tyrion-Lannister (Imp), 776444, " "Lady-Sansa." Ser-Garlan-Tyrell stood beside the dais. "Would you honor me? If your lord consents?"  The Imp"
Garlan-Tyrell (Ser-Garlan), Margaery-Tyrell (Margaery), 776647, "remained beside her husband; but she wanted to dance so badly � and Ser-Garlan was brother to Margaery"
Garlan-Tyrell (Ser-Garlan), Willas-Tyrell (Willas), 776658, "her husband; but she wanted to dance so badly � and Ser-Garlan was brother to Margaery; to Willas"
Margaery-Tyrell (Margaery), Willas-Tyrell (Willas), 776658, "her husband; but she wanted to dance so badly � and Ser-Garlan was brother to Margaery; to Willas"
Garlan-Tyrell (Ser-Garlan), Loras-Tyrell (Knight-of-Flowers), 776684, "she wanted to dance so badly � and Ser-Garlan was brother to Margaery; to Willas; to her Knight-of-Flowers"
Margaery-Tyrell (Margaery), Loras-Tyrell (Knight-of-Flowers), 776684, "she wanted to dance so badly � and Ser-Garlan was brother to Margaery; to Willas; to her Knight-of-Flowers"
Willas-Tyrell (Willas), Loras-Tyrell (Knight-of-Flowers), 776684, "she wanted to dance so badly � and Ser-Garlan was brother to Margaery; to Willas; to her Knight-of-Flowers"
Loras-Tyrell (Knight-of-Flowers), Garlan-Tyrell (Garlan-the-Gallant), 776729, "and Ser-Garlan was brother to Margaery; to Willas; to her Knight-of-Flowers. "I see why they name you Garlan-the-Gallant"
Margaery-Tyrell (Margaery), Garlan-Tyrell (Garlan-the-Gallant), 776729, "and Ser-Garlan was brother to Margaery; to Willas; to her Knight-of-Flowers. "I see why they name you Garlan-the-Gallant"
Willas-Tyrell (Willas), Garlan-Tyrell (Garlan-the-Gallant), 776729, "and Ser-Garlan was brother to Margaery; to Willas; to her Knight-of-Flowers. "I see why they name you Garlan-the-Gallant"
Willas-Tyrell (Willas), Garlan-Tyrell (Garlan-the-Greensick), 777104, "have an uncle called Garth the Gross. So Willas struck first; though not before threatening me with Garlan-the-Greensick"
Garlan-Tyrell (Garlan-the-Gargoyle), Sansa-Stark (Sansa), 777189, "not before threatening me with Garlan-the-Greensick; Garlan-the-Galling; and Garlan-the-Gargoyle."  It was so sweet and silly that Sansa"
Loras-Tyrell (Loras), Tyrion-Lannister (Imp), 778019, "at my brother. Loras is valiant and handsome; and we all love him dearly � but your Imp"
Sansa-Stark (Sansa), Mace-Tyrell (Mace-Tyrell), 778174, "I think."  The music spun them apart before Sansa could think of a reply. It was Mace-Tyrell"
Mace-Tyrell (Mace-Tyrell), Tommen (Prince-Tommen), 778261, "of a reply. It was Mace-Tyrell opposite her; red-faced and sweaty; and then Lord Merryweather; and then Prince-Tommen"
Sansa-Stark (Sansa), Kevan-Lannister (Ser-Kevan), 778448, ""Im taller than my uncle!"  "I know you are;" said Sansa; before the partners changed again. Ser-Kevan"
Joffrey-Baratheon (Joffrey), Sansa-Stark (Sansa), 778683, "fat children and long years of joy. And then the dance brought her face-to-face with Joffrey.  Sansa"
Sansa-Stark (Sansa), Joffrey-Baratheon (the-king), 778732, "then the dance brought her face-to-face with Joffrey.  Sansa stiffened as his hand touched hers; but the-king"
Mathis-Rowan (Lord-Rowan), Tallad (Ser-Tallad), 779412, " Thankfully; it was time to change again. Her legs had turned to wood; though; and Lord-Rowan; Ser-Tallad"
Mathis-Rowan (Lord-Rowan), Elinor-Tyrell (Elinor), 779424, "it was time to change again. Her legs had turned to wood; though; and Lord-Rowan; Ser-Tallad; and Elinor"
Tallad (Ser-Tallad), Elinor-Tyrell (Elinor), 779424, "it was time to change again. Her legs had turned to wood; though; and Lord-Rowan; Ser-Tallad; and Elinor"
Tyrion-Lannister (dwarf), Joffrey-Baratheon (Joffrey), 779894, " Her dwarf husband lifted his eyes slowly from his wine cup. "Ill have no bedding."  Joffrey"
Joffrey-Baratheon (Joffrey), Sansa-Stark (Sansa), 779907, "dwarf husband lifted his eyes slowly from his wine cup. "Ill have no bedding."  Joffrey seized Sansa"
Joffrey-Baratheon (Joffrey), Tyrion-Lannister (Imp), 779949, ""Ill have no bedding."  Joffrey seized Sansa arm. "You will if I command it."  The Imp"
Sansa-Stark (Sansa), Tyrion-Lannister (Imp), 779949, ""Ill have no bedding."  Joffrey seized Sansa arm. "You will if I command it."  The Imp"
Sansa-Stark (Sansa), Joffrey-Baratheon (Joffrey), 780152, "wooden prick. Ill geld you; I swear it."  A shocked silence fell. Sansa pulled away from Joffrey"
Cersei-Lannister (Queen-Cersei), Tywin-Lannister (Lord-Tywin), 780297, "ripped. No one even seemed to hear. Queen-Cersei turned to her father. "Did you hear him?"  Lord-Tywin"
Tywin-Lannister (Lord-Tywin), Tyrion-Lannister (Tyrion), 780369, "you hear him?"  Lord-Tywin rose from his seat. "I believe we can dispense with the bedding. Tyrion"
Tyrion-Lannister (Tyrion), Joffrey-Baratheon (the-king), 780421, "believe we can dispense with the bedding. Tyrion; I am certain you did not mean to threaten the-king"
Joffrey-Baratheon (the-king), Sansa-Stark (Sansa), 780443, "with the bedding. Tyrion; I am certain you did not mean to threaten the-king royal person."  Sansa"
Tyrion-Lannister (Tyrion), Sansa-Stark (Sansa), 780443, "with the bedding. Tyrion; I am certain you did not mean to threaten the-king royal person."  Sansa"
Joffrey-Baratheon (Joffrey), Tyrion-Lannister (Tyrion), 780629, "jape; sire."  "You threatened to geld me!" Joffrey said shrilly.  "I did; Your Grace;" said Tyrion"
Osmund-Kettleblack (Ser-Osmund-Kettleblack), Joffrey-Baratheon (Joff), 780934, "sweet wife you gave me."  Laughter burst from the lips of Ser-Osmund-Kettleblack. Someone else sniggered. But Joff"
Joffrey-Baratheon (Joff), Tywin-Lannister (Lord-Tywin), 780964, " Laughter burst from the lips of Ser-Osmund-Kettleblack. Someone else sniggered. But Joff did not laugh; nor Lord-Tywin"
Osmund-Kettleblack (Ser-Osmund-Kettleblack), Tywin-Lannister (Lord-Tywin), 780964, " Laughter burst from the lips of Ser-Osmund-Kettleblack. Someone else sniggered. But Joff did not laugh; nor Lord-Tywin"
Sansa-Stark (Sansa), Tyrion-Lannister (Tyrion), 781333, "play come-into-the-castle."  Red-faced; Sansa went with him from the Small Hall. What choice do I have? Tyrion"
Tyrion-Lannister (Tyrion), Sansa-Stark (Sansa), 782214, ""Would you have me undress; my lord?"  "Tyrion." He cocked his head. "My name is Tyrion; Sansa"
Sansa-Stark (Sansa), Tyrion-Lannister (Tyrion), 782225, "have me undress; my lord?"  "Tyrion." He cocked his head. "My name is Tyrion; Sansa."  "Tyrion"
Sansa-Stark (Sansa), Tysha (Tysha), 782763, "forget. You never knew."  "Who was she; my lord?" Sansa was curious despite herself.  "Lady Tysha"
Sansa-Stark (Sansa), Tyrion-Lannister (Tyrion), 783042, " Sansa stared down at her hands and said nothing.  "How old are you; Sansa?" asked Tyrion"
Sansa-Stark (Sansa), Mordane (Septa-Mordane), 783443, "courtesy as if it were a castle wall."  "Courtesy is a lady armor;" Sansa said. Her Septa-Mordane"
Sansa-Stark (Sansa), Mordane (Septa-Mordane), 786954, "and sinister.  Look at him; Sansa told herself; look at your husband; at all of him; Septa-Mordane"
Arya-Stark (Arya), Harwin (Harwin), 788049, "xxx xxx xxx  Stoney Sept was the biggest town Arya had seen since King Landing; and Harwin"
Harwin (Harwin), Aerys-Targaryen (Mad-King), 788110, "seen since King Landing; and Harwin said her father had won a famous battle here.  "The Mad-King"
Aerys-Targaryen (Mad-King), Robert-Baratheon (Robert), 788138, "Harwin said her father had won a famous battle here.  "The Mad-King men had been hunting Robert"
Jaime-Lannister (Kingslayer), Edmure-Tully (Lord-Edmure), 790078, "out for gold or wenches are looking for the bloody Kingslayer. Talk is; he slipped right through Lord-Edmure"
Edmure-Tully (Lord-Edmure), Lem (Lem), 790108, "wenches are looking for the bloody Kingslayer. Talk is; he slipped right through Lord-Edmure fingers."  "Lord-Edmure?" Lem"
Jaime-Lannister (Kingslayer), Lem (Lem), 790108, "wenches are looking for the bloody Kingslayer. Talk is; he slipped right through Lord-Edmure fingers."  "Lord-Edmure?" Lem"
Edmure-Tully (Lord-Edmure), Hoster-Tully (Lord-Hoster), 790133, "for the bloody Kingslayer. Talk is; he slipped right through Lord-Edmure fingers."  "Lord-Edmure?" Lem frowned. "Is Lord-Hoster"
Jaime-Lannister (Kingslayer), Hoster-Tully (Lord-Hoster), 790133, "for the bloody Kingslayer. Talk is; he slipped right through Lord-Edmure fingers."  "Lord-Edmure?" Lem frowned. "Is Lord-Hoster"
Lem (Lem), Hoster-Tully (Lord-Hoster), 790133, "for the bloody Kingslayer. Talk is; he slipped right through Lord-Edmure fingers."  "Lord-Edmure?" Lem frowned. "Is Lord-Hoster"
Lem (Lem), Arya-Stark (Arya), 790966, "said Lem. "That all I got to say. Hed best not; and youre a bloody fool."  Arya"
Arya-Stark (Arya), Harwin (Harwin), 790986, "all I got to say. Hed best not; and youre a bloody fool."  Arya rode between Harwin"
Arya-Stark (Arya), Anguy (Anguy), 790996, "got to say. Hed best not; and youre a bloody fool."  Arya rode between Harwin and Anguy"
Harwin (Harwin), Anguy (Anguy), 790996, "got to say. Hed best not; and youre a bloody fool."  Arya rode between Harwin and Anguy"
Arya-Stark (Arya), Robb-Stark (Robb), 792435, "the likes of us? It was the Mad Huntsman caught these wolves."  Wolves. Arya went cold. Robb"
Harwin (Harwin), Lem (Lem), 795597, "get away from them; boy�"  "She a girl;" said Harwin. "Leave her be."  "Aye;" said Lem"
Harwin (Harwin), Beric-Dondarrion (Lord-Beric), 795610, "away from them; boy�"  "She a girl;" said Harwin. "Leave her be."  "Aye;" said Lem. "Lord-Beric"
Lem (Lem), Beric-Dondarrion (Lord-Beric), 795610, "away from them; boy�"  "She a girl;" said Harwin. "Leave her be."  "Aye;" said Lem. "Lord-Beric"
Harwin (Harwin), Gendry (Gendry), 795869, "back at him.  The bars were too narrow to pass a cup through; but Harwin and Gendry"
Gendry (Gendry), Harwin (Harwin), 795920, "a cup through; but Harwin and Gendry offered her a leg up. She planted a foot in Harwin"
Harwin (Harwin), Gendry (Gendry), 795954, "and Gendry offered her a leg up. She planted a foot in Harwin cupped hands; vaulted onto Gendry"
Greenbeard (Greenbeard), Lem (Lem), 797402, "to tweaking them. "Greenbeard; is it? Or Greybeard? Mother take mercy; when did you get so old? Lem"
Arya-Stark (Arya), Gendry (Gendry), 798126, "Well; Alyce will fix that for you; boy; see if she dont."  Arya had never seen Gendry"
Arya-Stark (Arya), Tansy (Tansy), 798146, "that for you; boy; see if she dont."  Arya had never seen Gendry turn so red. "Tansy"
Gendry (Gendry), Tansy (Tansy), 798146, "that for you; boy; see if she dont."  Arya had never seen Gendry turn so red. "Tansy"
Gendry (Gendry), Tom-Sevenstrings (Tom-Sevenstrings), 798211, "never seen Gendry turn so red. "Tansy; you leave the Bull alone; he a good lad;" said Tom-Sevenstrings"
Tansy (Tansy), Tom-Sevenstrings (Tom-Sevenstrings), 798211, "never seen Gendry turn so red. "Tansy; you leave the Bull alone; he a good lad;" said Tom-Sevenstrings"
Ravella-Smallwood (Lady-Smallwood), Sansa-Stark (Sansa), 799588, "they stole all the clothes that Lady-Smallwood had given her and dressed her up like one of Sansa"
Arya-Stark (Arya), Syrio-Forel (Syrio-Forel), 799766, "eat.  As she sat in the common room in her stupid girl clothes; Arya remembered what Syrio-Forel"
Thoros (Thoros), Gendry (Gendry), 801470, "arm. "I dont cost nothing to friends of Thoros and the lightning lord."  "No; I said." Gendry"
Greenbeard (Greenbeard), Anguy (Anguy), 801895, "his lap; giggling and drinking wine from his cup. Greenbeard had two girls; one on each knee. Anguy"
Anguy (Anguy), Lem (Lem), 801946, "cup. Greenbeard had two girls; one on each knee. Anguy had vanished with his freckle-faced wench; and Lem"
Anguy (Anguy), Tom-Sevenstrings (Tom-Sevenstrings), 801981, "one on each knee. Anguy had vanished with his freckle-faced wench; and Lem was gone as well. Tom-Sevenstrings"
Lem (Lem), Tom-Sevenstrings (Tom-Sevenstrings), 801981, "one on each knee. Anguy had vanished with his freckle-faced wench; and Lem was gone as well. Tom-Sevenstrings"
Tom-Sevenstrings (Tom-Sevenstrings), Arya-Stark (Arya), 802046, "Lem was gone as well. Tom-Sevenstrings sat by the fire; singing. "The Maids that Bloom in Spring." Arya"
Arya-Stark (Arya), Gendry (Gendry), 802721, "far Stoney Sept was from Riverrun.  By the time her cup was empty; Arya was yawning. Gendry"
Arya-Stark (Arya), Tom-Sevenstrings (Tom-Sevenstrings), 802755, "from Riverrun.  By the time her cup was empty; Arya was yawning. Gendry hadnt come back. Tom-Sevenstrings"
Gendry (Gendry), Tom-Sevenstrings (Tom-Sevenstrings), 802755, "from Riverrun.  By the time her cup was empty; Arya was yawning. Gendry hadnt come back. Tom-Sevenstrings"
Lem (Lem), Harwin (Harwin), 802897, "a different girl at the end of every verse. In the corner by the window Lem and Harwin"
Harwin (Harwin), Tansy (Tansy), 802929, "end of every verse. In the corner by the window Lem and Harwin sat talking to red-haired Tansy"
Lem (Lem), Tansy (Tansy), 802929, "end of every verse. In the corner by the window Lem and Harwin sat talking to red-haired Tansy"
Harwin (Harwin), Jaime-Lannister (Jaime), 802972, "window Lem and Harwin sat talking to red-haired Tansy in low voices. "� spent the night in Jaime"
Lem (Lem), Jaime-Lannister (Jaime), 802972, "window Lem and Harwin sat talking to red-haired Tansy in low voices. "� spent the night in Jaime"
Tansy (Tansy), Jaime-Lannister (Jaime), 802972, "window Lem and Harwin sat talking to red-haired Tansy in low voices. "� spent the night in Jaime"
Renly-Baratheon (Renly), Catelyn-Stark (Lady-Catelyn), 803113, "this other wench; the one who slew Renly. All three o them together; and come the morn Lady-Catelyn"
Catelyn-Stark (Lady-Catelyn), Arya-Stark (Arya), 803185, "the morn Lady-Catelyn cut him loose for love." She gave a throaty chuckle.  It not true; Arya"
Gendry (Gendry), Lem (Lem), 805085, "to herself. Her real clothes were hanging from a peg on the wall; between Gendry stuff and Lem"
Gendry (Gendry), Arya-Stark (Arya), 805091, "herself. Her real clothes were hanging from a peg on the wall; between Gendry stuff and Lem. Arya"
Lem (Lem), Arya-Stark (Arya), 805091, "herself. Her real clothes were hanging from a peg on the wall; between Gendry stuff and Lem. Arya"
Cersei-Lannister (Queen-Cersei), Joffrey-Baratheon (King-Joffrey), 805271, "head; climbed up into the bed; and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey"
Cersei-Lannister (Queen-Cersei), Ilyn-Payne (Ser-Ilyn), 805281, "climbed up into the bed; and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn"
Joffrey-Baratheon (King-Joffrey), Ilyn-Payne (Ser-Ilyn), 805281, "climbed up into the bed; and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn"
Cersei-Lannister (Queen-Cersei), Meryn-Trant (Ser-Meryn), 805292, "up into the bed; and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn"
Ilyn-Payne (Ser-Ilyn), Meryn-Trant (Ser-Meryn), 805292, "up into the bed; and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn"
Joffrey-Baratheon (King-Joffrey), Meryn-Trant (Ser-Meryn), 805292, "up into the bed; and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn"
Cersei-Lannister (Queen-Cersei), Raff (Raff), 805306, "the bed; and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff"
Ilyn-Payne (Ser-Ilyn), Raff (Raff), 805306, "the bed; and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff"
Joffrey-Baratheon (King-Joffrey), Raff (Raff), 805306, "the bed; and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff"
Meryn-Trant (Ser-Meryn), Raff (Raff), 805306, "the bed; and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff"
Cersei-Lannister (Queen-Cersei), Polliver (Polliver), 805320, "and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver"
Ilyn-Payne (Ser-Ilyn), Polliver (Polliver), 805320, "and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver"
Joffrey-Baratheon (King-Joffrey), Polliver (Polliver), 805320, "and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver"
Meryn-Trant (Ser-Meryn), Polliver (Polliver), 805320, "and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver"
Raff (Raff), Polliver (Polliver), 805320, "and burrowed under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver"
Cersei-Lannister (Queen-Cersei), Tickler (Tickler), 805333, "under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler"
Ilyn-Payne (Ser-Ilyn), Tickler (Tickler), 805333, "under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler"
Joffrey-Baratheon (King-Joffrey), Tickler (Tickler), 805333, "under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler"
Meryn-Trant (Ser-Meryn), Tickler (Tickler), 805333, "under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler"
Polliver (Polliver), Tickler (Tickler), 805333, "under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler"
Raff (Raff), Tickler (Tickler), 805333, "under the blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler"
Ilyn-Payne (Ser-Ilyn), Sandor-Clegane (Hound), 805344, "blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler; the Hound"
Joffrey-Baratheon (King-Joffrey), Sandor-Clegane (Hound), 805344, "blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler; the Hound"
Meryn-Trant (Ser-Meryn), Sandor-Clegane (Hound), 805344, "blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler; the Hound"
Polliver (Polliver), Sandor-Clegane (Hound), 805344, "blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler; the Hound"
Raff (Raff), Sandor-Clegane (Hound), 805344, "blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler; the Hound"
Tickler (Tickler), Sandor-Clegane (Hound), 805344, "blankets. "Queen-Cersei;" she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler; the Hound"
Ilyn-Payne (Ser-Ilyn), Gregor-Clegane (Ser-Gregor-the-Mountain), 805373, "she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler; the Hound; and Ser-Gregor-the-Mountain"
Joffrey-Baratheon (King-Joffrey), Gregor-Clegane (Ser-Gregor-the-Mountain), 805373, "she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler; the Hound; and Ser-Gregor-the-Mountain"
Meryn-Trant (Ser-Meryn), Gregor-Clegane (Ser-Gregor-the-Mountain), 805373, "she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler; the Hound; and Ser-Gregor-the-Mountain"
Polliver (Polliver), Gregor-Clegane (Ser-Gregor-the-Mountain), 805373, "she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler; the Hound; and Ser-Gregor-the-Mountain"
Raff (Raff), Gregor-Clegane (Ser-Gregor-the-Mountain), 805373, "she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler; the Hound; and Ser-Gregor-the-Mountain"
Sandor-Clegane (Hound), Gregor-Clegane (Ser-Gregor-the-Mountain), 805373, "she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler; the Hound; and Ser-Gregor-the-Mountain"
Tickler (Tickler), Gregor-Clegane (Ser-Gregor-the-Mountain), 805373, "she whispered into the pillow. "King-Joffrey; Ser-Ilyn; Ser-Meryn. Dunsen; Raff; and Polliver. The Tickler; the Hound; and Ser-Gregor-the-Mountain"
Arya-Stark (Arya), Gendry (Gendry), 806198, "But when the day came; she woke to the barking of dogs.  Arya sat up yawning. Gendry"
Arya-Stark (Arya), Lem (Lem-Lemoncloak), 806242, "to the barking of dogs.  Arya sat up yawning. Gendry was stirring on her left and Lem-Lemoncloak"
Gendry (Gendry), Lem (Lem-Lemoncloak), 806242, "to the barking of dogs.  Arya sat up yawning. Gendry was stirring on her left and Lem-Lemoncloak"
Lem (Lem), Tom-Sevenstrings (Tom), 806425, "be half a hundred dogs out there. She crawled from under the blankets and hopped over Lem; Tom"
Lem (Lem), Jack-Be-Lucky (Jack-Be-Lucky), 806444, "a hundred dogs out there. She crawled from under the blankets and hopped over Lem; Tom; and Jack-Be-Lucky"
Tom-Sevenstrings (Tom), Jack-Be-Lucky (Jack-Be-Lucky), 806444, "a hundred dogs out there. She crawled from under the blankets and hopped over Lem; Tom; and Jack-Be-Lucky"
Gendry (Gendry), Arya-Stark (Arya), 807774, "hell know you."  The noise had woken half the Peach. Gendry squeezed into the window beside Arya"
Arya-Stark (Arya), Tom-Sevenstrings (Tom), 807783, "you."  The noise had woken half the Peach. Gendry squeezed into the window beside Arya; and Tom"
Gendry (Gendry), Tom-Sevenstrings (Tom), 807783, "you."  The noise had woken half the Peach. Gendry squeezed into the window beside Arya; and Tom"
Tom-Sevenstrings (Tom), Lem (Lem), 807866, "Arya; and Tom stepped up behind them naked as his name day. "What all that bloody shouting?" Lem"
Lem (Lem), Greenbeard (Greenbeard), 807947, "that bloody shouting?" Lem complained from bed. "A man trying to get some bloody sleep."  "Where Greenbeard"
Greenbeard (Greenbeard), Tom-Sevenstrings (Tom), 807953, "bloody shouting?" Lem complained from bed. "A man trying to get some bloody sleep."  "Where Greenbeard?" Tom"
Lem (Lem), Tom-Sevenstrings (Tom), 807953, "bloody shouting?" Lem complained from bed. "A man trying to get some bloody sleep."  "Where Greenbeard?" Tom"
